order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
1,140,Joe Smith,220,Pressure Cooker,Home & Kitchen,Invalid,30,6801,2023-09-17 13:26:59,Germany,Munich,www.amazon.com,70647,N,Invalid CVV
2,107,Mary Jane,262,Graphic Novels,Books,Wallet,23,3615,2021-10-01 05:13:28,Germany,Berlin,www.tatacliq.com,46519,N,Insufficient Funds
3,124,John Smith,234,Monitor,Electronics,UPI,24,3516,2023-10-03 09:13:03,Australia,Sydney,www.tatacliq.com,19102,Y,
4,109,Mary Jane,281,Tablet,Electronics,UPI,38,4709,2022-03-03 22:24:30,Australia,Melbourne,www.ebay.in,15487,N,Timeout
5,136,Mary Jane,249,Shorts,Clothing,Wallet,32,3869,2021-07-09 22:20:22,India,Indore,www.flipkart.com,98193,N,Insufficient Funds
6,193,Trinity,253,Textbooks,Books,Card,44,8635,2023-03-16 11:30:01,Germany,Berlin,www.ebay.in,28662,Y,
7,191,John Smith,256,Binder,Stationery,Invalid,23,4205,2023-02-10 13:43:32,Australia,Brisbane,www.ebay.in,71142,N,Insufficient Funds
8,142,Joe Smith,245,Coffee Maker,Home & Kitchen,Card,41,5126,2021-07-03 17:54:51,UK,Oxford,www.tatacliq.com,35619,Y,
9,126,Neo,273,Markers,Stationery,Wallet,48,1983,2023-10-21 07:11:06,Australia,Melbourne,www.flipkart.com,77959,N,Insufficient Funds
10,168,Mary Jane,287,Underwear,Clothing,Card,12,857,2021-06-17 18:48:53,Germany,Berlin,www.flipkart.com,22008,N,Invalid CVV
11,162,Neo,228,Portable Charger,Electronics,Card,9,2807,2023-03-27 05:39:13,UK,Oxford,www.amazon.com,90226,Y,
12,154,John Smith,251,Shorts,Clothing,Card,45,4097,2021-09-04 11:48:37,Germany,Hamburg,www.amazon.com,92967,N,Invalid CVV
13,179,Neo,295,Comics,Books,Internet Banking,22,632,2023-05-15 18:11:40,India,Bengaluru,www.flipkart.com,91033,Y,
14,103,Joe Smith,216,Textbooks,Books,UPI,29,7327,2022-03-19 18:04:39,India,Bengaluru,www.flipkart.com,38718,Y,
15,143,John Smith,272,Science Fiction,Books,Wallet,18,5837,2021-01-30 22:51:00,India,Indore,www.ebay.in,57752,Y,
16,172,Joe Smith,214,Markers,Stationery,UPI,11,5558,2021-05-27 08:44:24,USA,Chicago,www.tatacliq.com,80891,N,Timeout
17,182,Neo,216,Sportswear,Clothing,Internet Banking,29,2883,2021-01-02 23:13:45,USA,Boston,www.ebay.in,95458,N,Insufficient Funds
18,149,Neo,272,Markers,Stationery,UPI,1,7976,2023-08-05 08:04:31,Germany,Berlin,www.tatacliq.com,68578,Y,
19,175,John Smith,222,USB Flash Drive,Electronics,Wallet,31,7912,2023-01-01 00:00:00,Germany,Berlin,www.tatacliq.com,83324,Y,
20,182,Mary Jane,227,Laptop,Electronics,Wallet,42,7114,2023-06-18 21:01:07,Australia,Sydney,www.ebay.in,13324,N,Timeout
21,131,Joe Smith,259,Sticky Notes,Stationery,Card,48,9214,2021-12-25 12:31:56,India,Indore,www.tatacliq.com,99889,Y,
22,159,John Smith,251,Mixing Bowls,Home & Kitchen,Internet Banking,28,9674,2021-06-28 04:36:48,India,Bengaluru,www.ebay.in,43777,N,Timeout
23,143,Mary Jane,262,Bluetooth Earbuds,Electronics,Card,14,2045,2022-03-21 16:14:53,India,Mumbai,www.tatacliq.com,52273,N,Insufficient Funds
24,123,Mary Jane,226,USB Flash Drive,Electronics,Card,37,1670,2021-12-30 14:17:37,Australia,Brisbane,www.amazon.com,42841,N,Insufficient Funds
25,190,Neo,284,Letter Opener,Stationery,Internet Banking,38,6281,2022-10-27 13:40:04,Australia,Sydney,www.ebay.in,66809,Y,
26,197,Joe Smith,236,Tape,Stationery,Wallet,14,5700,2022-02-08 07:43:52,Germany,Berlin,www.ebay.in,72601,Y,
27,183,Joe Smith,289,Hoodies,Clothing,Wallet,38,8498,2022-03-10 20:02:52,Germany,Berlin,www.flipkart.com,31088,N,Insufficient Funds
28,140,John Smith,212,Home Theater System,Electronics,Internet Banking,19,74,2021-02-05 23:29:23,Australia,Melbourne,www.ebay.in,62762,N,Insufficient Funds
29,163,John Smith,218,Classics,Books,UPI,35,8925,2022-03-02 11:49:51,Germany,Munich,www.amazon.com,54480,Y,
30,114,Mary Jane,285,Projector,Electronics,UPI,19,7040,2021-04-11 08:55:13,India,Mumbai,www.amazon.com,80987,Y,
31,172,Trinity,214,Portable Charger,Electronics,UPI,39,196,2023-03-14 01:07:48,India,Mumbai,www.ebay.in,25110,N,Timeout
32,164,,205,Ruler,Stationery,Internet Banking,21,9394,2023-01-22 09:36:31,India,Mumbai,www.amazon.com,83790,N,Timeout
33,119,Mary Jane,261,Non-fiction,Books,Card,11,5094,2023-05-10 15:33:13,India,Indore,www.flipkart.com,71007,Y,
34,160,Trinity,266,Toaster,Home & Kitchen,Card,50,1330,2023-07-17 07:38:05,India,Indore,www.flipkart.com,77200,Y,
35,177,Joe Smith,277,Monitor,Electronics,UPI,3,9833,2023-11-08 20:37:54,UK,Manchester,www.tatacliq.com,70151,N,Invalid CVV
36,173,Joe Smith,233,Smartwatch,Electronics,Card,48,1685,2021-04-01 14:31:47,Australia,Sydney,www.tatacliq.com,30945,Y,
