order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
1,187,John Smith,269,Memoir,Books,Card,19,3916,2023-01-10 02:32:43,Australia,Melbourne,www.amazon.com,99825,N,Insufficient Funds
2,117,Trinity,203,Glasses,Home & Kitchen,Wallet,21,9258,2023-05-03 09:58:52,USA,New York,www.ebay.in,71308,N,Timeout
3,126,Joe Smith,226,Pencils,Stationery,Card,9,804,2021-08-24 06:42:25,India,Bengaluru,www.ebay.in,73792,N,Timeout
4,173,John Smith,228,Glue Stick,Stationery,UPI,40,7359,2022-11-26 12:08:56,UK,Oxford,www.tatacliq.com,10841,Y,
5,164,Joe Smith,269,Blouses,Clothing,Internet Banking,23,6718,2023-08-20 19:41:19,Germany,Hamburg,www.flipkart.com,59035,N,Invalid CVV
6,179,Joe Smith,292,Self-Help,Books,Wallet,33,7515,2023-01-28 20:22:00,USA,Boston,www.amazon.com,28341,N,Timeout
7,159,Joe Smith,285,Gaming Console,Electronics,UPI,15,773,2023-03-15 11:38:52,Australia,Sydney,www.tatacliq.com,10216,Y,
8,184,Joe Smith,200,Food Storage Containers,Home & Kitchen,Card,11,4609,2022-07-06 06:26:09,UK,London,www.tatacliq.com,81173,Y,
9,176,John Smith,239,Scissors,Stationery,Wallet,35,4423,2021-10-01 00:14:30,India,Bengaluru,www.tatacliq.com,76962,Y,
10,143,Neo,265,Paper Clips,Stationery,Wallet,36,8361,2022-11-11 03:09:17,UK,Oxford,www.ebay.in,67193,N,Insufficient Funds
11,152,Joe Smith,267,Historical Fiction,Books,UPI,50,3079,2021-12-27 18:59:00,Germany,Munich,www.flipkart.com,59477,N,Insufficient Funds
12,142,Neo,238,Tape,Stationery,Wallet,46,587,2022-06-06 02:20:21,Germany,Munich,www.amazon.com,54225,N,Insufficient Funds
13,176,Mary Jane,289,Textbooks,Books,Internet Banking,43,1623,2021-06-22 02:17:55,India,Bengaluru,www.flipkart.com,87336,N,Timeout
14,183,Neo,300,Self-Help,Books,Internet Banking,27,5874,2023-07-06 19:09:58,Australia,Sydney,www.tatacliq.com,44164,N,Insufficient Funds
15,138,John Smith,254,Jeans,Clothing,Internet Banking,11,6717,2023-09-12 22:31:02,UK,London,www.ebay.in,97359,N,Insufficient Funds
16,197,Joe Smith,263,Headphones,Electronics,Internet Banking,12,7182,2021-10-22 15:15:25,Australia,Sydney,www.tatacliq.com,87744,Y,
17,125,Mary Jane,200,Shorts,Clothing,UPI,27,9848,2021-05-27 13:27:07,India,Bengaluru,www.amazon.com,86152,Y,
18,188,Trinity,276,Laptop,Electronics,UPI,42,1339,2022-12-08 22:43:41,UK,London,www.ebay.in,54001,N,Insufficient Funds
19,186,Neo,246,Dresses,Clothing,UPI,48,5582,2022-07-03 23:31:34,USA,New York,www.flipkart.com,22117,N,Invalid CVV
20,153,Neo,237,Fitness Tracker,Electronics,Card,14,1995,2023-12-25 04:23:30,Australia,Melbourne,www.ebay.in,14636,Y,
21,131,Neo,225,Coffee Maker,Home & Kitchen,Wallet,1,1059,2022-10-05 00:13:01,India,Bengaluru,www.tatacliq.com,97980,Y,
22,156,Neo,222,Pencils,Stationery,UPI,33,2715,2022-12-22 21:21:10,UK,London,www.tatacliq.com,73502,N,Insufficient Funds
23,196,Neo,250,Scarves,Clothing,Internet Banking,49,8355,2021-03-26 15:00:50,Australia,Brisbane,www.amazon.com,56094,N,Invalid CVV
24,112,John Smith,237,Shoes,Clothing,UPI,1,4556,2023-01-01 00:00:00,Australia,Brisbane,www.ebay.in,70352,Y,
25,104,Trinity,201,Socks,Clothing,UPI,48,8306,2022-01-09 15:10:13,Australia,Brisbane,www.flipkart.com,66600,N,Insufficient Funds
26,152,John Smith,237,Smartwatch,Electronics,UPI,43,450,2023-07-28 21:39:04,USA,Boston,www.flipkart.com,64388,N,Timeout
27,191,Trinity,295,Self-Help,Books,Card,47,6781,2023-07-23 12:05:08,USA,New York,www.amazon.com,62516,N,Insufficient Funds
28,134,Neo,201,Food Storage Containers,Home & Kitchen,Internet Banking,26,3557,2021-12-27 13:22:18,Australia,Sydney,www.amazon.com,59681,Y,
29,116,Trinity,251,Kitchen Scale,Home & Kitchen,Internet Banking,32,6616,2021-02-25 00:45:27,India,Mumbai,www.flipkart.com,93565,Y,
30,177,Joe Smith,236,Whiteboard Markers,Stationery,UPI,7,2217,2021-06-14 00:58:25,India,Mumbai,www.tatacliq.com,23492,Y,
31,166,Neo,291,File Folder,Stationery,Card,4,6219,2022-02-23 17:14:49,UK,London,www.ebay.in,54468,Y,
32,106,Joe Smith,210,Suits,Clothing,Internet Banking,2,1685,2021-04-15 14:28:35,Australia,Sydney,www.tatacliq.com,34812,N,Invalid CVV
33,194,Trinity,240,Highlighters,Stationery,Wallet,1,1208,2022-02-07 15:46:09,UK,Manchester,www.flipkart.com,99896,Y,
