order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
1,167,Mary Jane,243,Skirts,Clothing,Invalid,24,6984,2021-10-24 10:14:16,India,Mumbai,www.amazon.com,64292,Y,
2,117,Trinity,208,Highlighters,Stationery,UPI,31,6099,2022-03-25 14:24:15,USA,New York,www.ebay.in,40246,Y,
3,128,Trinity,291,Plates,Home & Kitchen,UPI,16,6669,2021-08-27 17:23:44,USA,New York,www.tatacliq.com,33271,Y,
4,138,Trinity,277,Cookbooks,Books,Card,16,4388,2023-01-01 00:00:00,USA,New York,www.ebay.in,45424,Y,
5,140,Joe Smith,277,Pants,Clothing,UPI,33,3818,2022-12-02 05:12:18,UK,Oxford,www.tatacliq.com,40056,N,Insufficient Funds
6,193,Neo,229,Smartphone,Electronics,Wallet,4,7956,2022-05-08 01:43:37,India,Indore,www.flipkart.com,14868,Y,
7,189,Trinity,224,Sportswear,Clothing,Wallet,10,49,2021-10-21 18:38:17,UK,Manchester,www.ebay.in,27817,N,Insufficient Funds
8,169,Joe Smith,244,Scissors,Stationery,Card,5,4446,2021-10-15 00:14:07,UK,London,www.flipkart.com,77873,N,Insufficient Funds
9,154,Mary Jane,222,Classics,Books,Card,16,9590,2023-01-07 02:54:08,UK,London,www.ebay.in,30037,Y,
10,104,Mary Jane,237,Scissors,Stationery,Wallet,28,4797,2022-03-29 07:31:27,Germany,Berlin,www.flipkart.com,12375,Y,
11,164,John Smith,214,Eraser,Stationery,Internet Banking,19,2774,2021-12-14 06:38:08,India,Indore,www.flipkart.com,49848,Y,
12,116,Neo,242,Bluetooth Earbuds,Electronics,Card,7,1584,2022-09-20 20:55:20,India,Indore,www.amazon.com,64503,N,Timeout
13,112,Mary Jane,299,Sportswear,Clothing,UPI,17,5210,2023-02-24 12:10:27,UK,London,www.ebay.in,19734,Y,
14,118,Joe Smith,265,Bluetooth Speaker,Electronics,Card,17,6540,2023-10-16 11:19:21,UK,Manchester,www.flipkart.com,44004,N,Invalid CVV
15,200,Joe Smith,291,Horror,Books,Internet Banking,10,7202,2023-02-07 15:10:45,Australia,Melbourne,www.flipkart.com,70722,Y,
16,119,Mary Jane,273,Coats,Clothing,Internet Banking,50,7176,2023-06-26 20:50:39,USA,New York,www.tatacliq.com,80530,N,Insufficient Funds
17,176,Trinity,270,Thrillers,Books,Wallet,2,880,2021-07-20 23:29:04,USA,New York,www.ebay.in,30469,Y,
18,184,John Smith,252,Historical Fiction,Books,Card,19,2699,2023-01-01 00:00:00,India,Mumbai,www.tatacliq.com,63063,N,Timeout
19,105,Joe Smith,260,Blouses,Clothing,UPI,41,2593,2022-05-27 13:10:08,UK,Manchester,www.amazon.com,63598,Y,
20,130,Trinity,247,Cookware,Home & Kitchen,UPI,36,7330,2022-11-04 16:55:57,India,Bengaluru,www.amazon.com,89900,Y,
21,108,Mary Jane,237,Kitchen Scale,Home & Kitchen,Card,29,4728,2023-03-17 17:33:40,UK,London,www.amazon.com,11349,Y,
22,176,Mary Jane,244,Tape,Stationery,Internet Banking,9,9115,2023-12-13 09:48:22,UK,Manchester,www.ebay.in,49030,N,Insufficient Funds
23,139,Joe Smith,288,Home Theater System,Electronics,UPI,11,1535,2021-07-09 12:45:24,Germany,Munich,www.amazon.com,32660,Y,
24,105,Neo,210,Cookbooks,Books,Wallet,4,6150,2023-01-01 00:00:00,India,Indore,www.amazon.com,76393,Y,
25,153,John Smith,299,Scissors,Stationery,UPI,14,3924,2021-06-30 16:15:58,India,Bengaluru,www.tatacliq.com,12443,Y,
26,192,Trinity,265,Binder,Stationery,Internet Banking,17,3739,2021-02-20 17:02:56,India,Indore,www.flipkart.com,70330,N,Insufficient Funds
27,175,Mary Jane,283,Stapler,Stationery,Wallet,17,7658,2021-05-13 23:26:07,Australia,Sydney,www.amazon.com,57284,Y,
28,105,Mary Jane,249,Thrillers,Books,Card,8,3860,2021-10-23 22:35:57,UK,Manchester,www.ebay.in,92852,N,Timeout
29,131,Mary Jane,256,Toaster,Home & Kitchen,UPI,34,9319,2022-03-01 00:48:50,Germany,Berlin,www.amazon.com,34091,Y,
30,149,Mary Jane,296,Jackets,Clothing,UPI,34,7949,2023-08-06 22:42:43,India,Bengaluru,www.tatacliq.com,79728,Y,
31,188,John Smith,252,Food Storage Containers,Home & Kitchen,Wallet,4,2335,2021-06-08 12:47:30,India,Bengaluru,www.amazon.com,55977,Y,
32,162,Joe Smith,288,Jackets,Clothing,Wallet,46,3620,2023-12-25 12:57:25,India,Mumbai,www.tatacliq.com,32223,N,Invalid CVV
33,148,Mary Jane,263,Suits,Clothing,Wallet,7,8928,2022-08-01 00:08:16,USA,Chicago,www.amazon.com,61308,Y,
34,143,Trinity,209,Portable Charger,Electronics,Card,7,7923,2021-12-19 00:41:01,USA,New York,www.ebay.in,53991,Y,
35,157,Trinity,238,Jeans,Clothing,Internet Banking,32,9653,2022-07-10 13:38:15,USA,Boston,www.flipkart.com,72299,Y,
36,200,Trinity,204,Notebook,Stationery,Internet Banking,19,3872,2023-05-11 15:25:27,UK,Oxford,www.tatacliq.com,51590,Y,
37,133,Joe Smith,237,Notebook,Stationery,Wallet,44,1720,2022-01-15 19:14:20,India,Indore,www.flipkart.com,63769,Y,
