order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
1,148,Mary Jane,272,Dresses,Clothing,Card,13,5247,2022-04-04 21:07:03,India,Bengaluru,www.ebay.in,88896,Y,
2,161,John Smith,299,Classics,Books,Internet Banking,19,5476,2023-06-12 11:16:34,Germany,Munich,www.amazon.com,17291,N,Timeout
3,145,Trinity,275,Dish Rack,Home & Kitchen,Wallet,10,6578,2023-11-12 01:31:38,India,Bengaluru,www.amazon.com,27596,N,Invalid CVV
4,193,Mary Jane,261,Memoir,Books,Internet Banking,43,1821,2023-04-14 03:20:45,USA,New York,www.tatacliq.com,76143,N,Insufficient Funds
5,123,Mary Jane,235,Science Fiction,Books,Card,33,3303,2021-02-13 04:19:45,UK,London,www.flipkart.com,23225,Y,
6,172,Mary Jane,240,Children's Books,Books,Wallet,46,1828,2022-02-08 17:00:08,Germany,Munich,www.amazon.com,12505,Y,
7,177,John Smith,276,Underwear,Clothing,UPI,18,2530,2023-01-31 08:55:46,USA,Boston,www.tatacliq.com,34075,N,Timeout
8,117,Mary Jane,234,Home Theater System,Electronics,Wallet,40,8036,2023-09-04 00:13:51,Germany,Berlin,www.amazon.com,36106,Y,
9,187,Joe Smith,296,Shoes,Clothing,Card,19,8752,2022-03-31 07:44:48,Germany,Munich,www.ebay.in,97328,N,Insufficient Funds
10,102,John Smith,295,Laptop,Electronics,Card,45,8244,2021-10-05 03:24:34,India,Indore,www.tatacliq.com,11270,N,Invalid CVV
11,162,Mary Jane,287,Air Fryer,Home & Kitchen,Wallet,47,1348,2023-02-01 09:16:59,Australia,Sydney,www.amazon.com,31969,N,Timeout
12,177,Neo,272,Pencil Sharpener,Stationery,Card,47,7086,2022-01-19 11:22:21,Germany,Berlin,www.tatacliq.com,56022,Y,
13,141,Neo,232,Children's Books,Books,Card,33,1206,2022-03-24 15:26:07,USA,New York,www.amazon.com,38173,N,Invalid CVV
14,177,John Smith,293,Notebook,Stationery,Wallet,11,237,2023-06-15 12:32:03,India,Mumbai,www.flipkart.com,18467,N,Invalid CVV
15,153,John Smith,202,Ruler,Stationery,Wallet,4,2577,2021-05-22 07:13:50,India,Indore,www.flipkart.com,28775,Y,
16,140,John Smith,203,Smartphone,Electronics,UPI,22,5730,2021-11-07 20:33:45,Australia,Sydney,www.ebay.in,66429,Y,
17,171,Joe Smith,236,Suits,Clothing,UPI,36,1289,2022-01-04 07:43:14,UK,Manchester,www.flipkart.com,23450,Y,
18,123,Mary Jane,282,Projector,Electronics,Internet Banking,13,8720,2022-07-29 15:53:29,USA,New York,www.flipkart.com,78704,Y,
19,149,Neo,292,Mugs,Home & Kitchen,UPI,38,5692,2022-03-26 08:53:52,Germany,Munich,www.flipkart.com,93225,N,Timeout
20,123,John Smith,219,Self-Help,Books,Wallet,16,894,2023-07-18 21:13:34,Australia,Brisbane,www.flipkart.com,72041,N,Invalid CVV
21,183,Mary Jane,207,Cookware,Home & Kitchen,UPI,6,4920,2023-01-25 22:59:19,Germany,Munich,www.ebay.in,13761,N,Insufficient Funds
22,174,Joe Smith,289,Smartwatch,Electronics,Wallet,27,2862,2021-10-29 03:42:54,UK,Oxford,www.flipkart.com,44364,Y,
23,104,Neo,280,Suits,Clothing,Internet Banking,42,3339,2021-01-25 21:33:56,Australia,Sydney,www.amazon.com,45880,Y,
24,148,Neo,264,Monitor,Electronics,UPI,33,6497,2023-03-31 21:57:45,USA,Chicago,www.flipkart.com,97194,Y,
25,139,Mary Jane,220,Sticky Notes,Stationery,Card,11,6284,2022-11-11 16:11:11,UK,Manchester,www.tatacliq.com,45412,Y,
26,116,Mary Jane,292,Jackets,Clothing,UPI,20,5367,2021-04-12 15:00:52,Germany,Hamburg,www.ebay.in,16235,N,Timeout
27,115,Neo,209,Fantasy,Books,Card,40,9762,2023-11-01 01:39:57,UK,Manchester,www.tatacliq.com,93908,N,Insufficient Funds
